?parasiteX_WD	?parasiteName	?intxn1Label	?allelopathX_WD	?allelopathName	?intxn2Label	?agriCrop_WD	?agriCropName	?intxn3Label	?study1_DOI	?study2_DOI	?study3_DOI
<http://www.wikidata.org/entity/Q104096391>	"Fusarium avenaceum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q21400054>	"Puccinia poae-sudeticae"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q161286>	"Poa palustris"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q10429869>	"Bipolaris zeae"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509798>	"Brachiaria decumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q104403258>	"Bipolaris bicolor"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509403>	"Brachiaria ruziziensis"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q10454361>	"Cladosporium aecidiicola"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1310367>	"Puccinia coronata"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q147861>	"Rhamnus cathartica"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>			
<http://www.wikidata.org/entity/Q10454478>	"Cladosporium oxysporum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509798>	"Brachiaria decumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q10454515>	"Cladosporium uredinicola"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1439264>	"Puccinia malvacearum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q27682>	"Alcea rosea"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>			
<http://www.wikidata.org/entity/Q10456215>	"Cochliobolus bicolor"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509403>	"Brachiaria ruziziensis"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q10489980>	"Eudarluca australis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q310160>	"Puccinia purpurea"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q12111>	"Sorghum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q10489980>	"Eudarluca australis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q310160>	"Puccinia purpurea"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q858360>	"Sorgo"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q10489981>	"Eudarluca caricis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509403>	"Brachiaria ruziziensis"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q10489981>	"Eudarluca caricis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q2116947>	"Puccinia magnusiana"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q28557>	"Phragmites communis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q105051082>	"Cochliobolus eragrostidis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509798>	"Brachiaria decumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q105057853>	"Leptosphaeria michotii"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q105060374>	"Peronospora parasitica"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q625190>	"Albugo candida"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q163812>	"Diplotaxis tenuifolia"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>			
<http://www.wikidata.org/entity/Q105060374>	"Peronospora parasitica"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q625190>	"Albugo candida"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q27264>	"Capsella bursa-pastoris"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>			
<http://www.wikidata.org/entity/Q10623753>	"Periconia byssoides"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15487737>	"Desmodium uncinatum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1016/j.cropro.2006.01.008"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q10623760>	"Periconia echinochloae"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q10705879>	"Tuberculina persicina"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1310367>	"Puccinia coronata"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q147861>	"Rhamnus cathartica"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>			
<http://www.wikidata.org/entity/Q10705879>	"Tuberculina persicina"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q21315925>	"Puccinia peridermiospora"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q128887>	"Ash"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q107567915>	"Cicinobolus cesatii"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q2315947>	"Podosphaera leucotricha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q21877185>	"Apple"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q107596533>	"Corticium solani"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q107596533>	"Corticium solani"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15487737>	"Desmodium uncinatum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1016/j.cropro.2006.01.008"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q12954465>	"Nectria episphaeria"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q3768115>	"Eutypella"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q42292>	"Maple"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q1313952>	"Phyllocnistis citrella"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q66501499>	"Loranthus"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q125337>	"Citrus poonensis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85827"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q1313952>	"Phyllocnistis citrella"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q66501499>	"Loranthus"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q80024>	"Citrus grandis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85827"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q131672>	"Fusarium"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q217227>	"Claviceps purpurea"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q12106>	"Wheat"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q131672>	"Fusarium"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q217227>	"Claviceps purpurea"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q157346>	"Alopecurus pratens"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q131672>	"Fusarium"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q217227>	"Claviceps purpurea"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q159066>	"Bromus inermis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q131672>	"Fusarium"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q217227>	"Claviceps purpurea"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q578005>	"Agropyron cristatum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q131672>	"Fusarium"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q7258185>	"Puccinia asparagi"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q2853420>	"Asparagus"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q133266>	"Alternaria sp."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q133266>	"Alternaria sp."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509403>	"Brachiaria ruziziensis"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
